class,filename,author_dot,author_lc,author_len,author_mismatch,author_num,author_oth,author_uc,box_nonother_types,box_other_only,company_mismatch,count_acroform,count_acroform_obs,count_action,count_action_obs,count_box_a4,count_box_legal,count_box_letter,count_box_other,count_box_overlap,count_endobj,count_endstream,count_eof,count_font,count_font_obs,count_image_large,count_image_med,count_image_small,count_image_total,count_image_xlarge,count_image_xsmall,count_javascript,count_javascript_obs,count_js,count_js_obs,count_obj,count_objstm,count_objstm_obs,count_page,count_page_obs,count_startxref,count_stream,count_stream_diff,count_trailer,count_xref,createdate_dot,createdate_mismatch,createdate_ts,createdate_tz,createdate_version_ratio,creator_dot,creator_lc,creator_len,creator_mismatch,creator_num,creator_oth,creator_uc,delta_ts,delta_tz,image_mismatch,image_totalpx,keywords_dot,keywords_lc,keywords_len,keywords_mismatch,keywords_num,keywords_oth,keywords_uc,len_obj_avg,len_obj_max,len_obj_min,len_stream_avg,len_stream_max,len_stream_min,moddate_dot,moddate_mismatch,moddate_ts,moddate_tz,moddate_version_ratio,pdfid0_dot,pdfid0_lc,pdfid0_len,pdfid0_mismatch,pdfid0_num,pdfid0_oth,pdfid0_uc,pdfid1_dot,pdfid1_lc,pdfid1_len,pdfid1_mismatch,pdfid1_num,pdfid1_oth,pdfid1_uc,pdfid_mismatch,pos_acroform_avg,pos_acroform_max,pos_acroform_min,pos_box_avg,pos_box_max,pos_box_min,pos_eof_avg,pos_eof_max,pos_eof_min,pos_image_avg,pos_image_max,pos_image_min,pos_page_avg,pos_page_max,pos_page_min,producer_dot,producer_lc,producer_len,producer_mismatch,producer_num,producer_oth,producer_uc,ratio_imagepx_size,ratio_size_obj,ratio_size_page,ratio_size_stream,size,subject_dot,subject_lc,subject_len,subject_mismatch,subject_num,subject_oth,subject_uc,title_dot,title_lc,title_len,title_mismatch,title_num,title_oth,title_uc,version
FALSE,/data/pdfrate/contagio-ben/014-05.pdf,2,15,114,0,7,79,13,0,TRUE,0,0,0,0,0,0,0,0,21,0,72,23,2,10,0,0,0,0,0,0,0,0,0,0,0,72,0,0,5,0,2,23,0,2,2,0,0,0,0,0.0,0,2,26,0,3,18,3,0,0,0,0,0,1,11,0,0,9,1,1221.45833333,8730,12,3307.52173913,8682,265,0,0,0,0,0.0,0,6,32,0,26,0,0,0,10,32,0,22,0,0,TRUE,-1.0,-1.0,-1.0,0.452619710251,0.893735919071,0.0205195034678,0.506107258029,0.999944780669,0.012269735389,-1.0,-1.0,-1.0,0.510769978354,0.77893492954,0.020110880417,0,4,33,0,4,21,4,0.0,1257.61109364,18109.5963781,3936.86939405,90548,0,0,0,0,0,0,0,0,1,27,0,1,21,4,5
FALSE,/data/pdfrate/contagio-ben/0159.pdf,0,20,27,0,0,3,4,0,TRUE,0,0,0,1,0,0,0,0,10,0,80,32,2,9,0,0,0,1,1,0,0,0,0,0,0,80,0,0,1,0,2,32,0,2,2,0,0,0,0,0.0,4,72,88,0,0,12,4,0,0,0,8477,4,170,213,1,0,25,18,983.2625,4534,19,1917.34375,4471,201,0,0,0,0,0.0,0,0,32,0,20,0,12,0,0,32,0,20,0,12,TRUE,-1.0,-1.0,-1.0,0.583039077357,0.909514753696,0.0253726765229,0.509760137415,0.99993865407,0.0195816207595,0.383724924851,0.43335991657,0.334089933133,0.0271639776701,0.0271639776701,0.0271639776701,4,40,66,1,6,14,6,0.104005889209,1018.81248726,81504.9184951,2547.03117041,81505,0,76,112,0,3,15,18,0,113,162,7,14,15,20,4
FALSE,/data/pdfrate/contagio-ben/018.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,1,0,9,2,1,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,1,0,1,2,0,1,1,0,0,0,0,0.0,1,12,19,0,2,3,2,0,0,0,1528875,0,0,0,0,0,0,0,30720.4444444,275875,7,132805.0,265569,41,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.00111242740328,0.00111242740328,0.00111242740328,0.999985552891,0.999985552891,0.999985552891,6.14002138172e-05,6.14002138172e-05,6.14002138172e-05,0.00100046230749,0.00100046230749,0.00100046230749,0,23,29,0,0,3,3,5.52195599411,30763.5521374,276871.723128,138435.930782,276872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FALSE,/data/pdfrate/contagio-ben/01830085.pdf,0,7,8,0,1,0,0,16,FALSE,0,0,0,0,0,0,0,16,6,0,47,11,2,14,0,0,0,0,0,0,0,0,0,0,0,47,0,0,8,0,2,11,0,2,2,0,0,0,0,0.0,6,28,52,0,8,10,6,0,0,0,0,0,0,0,0,0,0,0,586.29787234,3608,12,1928.27272727,3553,192,0,0,0,0,0.0,0,0,32,0,24,0,8,0,0,32,0,23,0,9,TRUE,-1.0,-1.0,-1.0,0.474882746913,0.826006951544,0.0328494513733,0.509728753493,0.999829619028,0.0196278879575,-1.0,-1.0,-1.0,0.487212908062,0.763238601513,0.0361207660328,4,40,66,1,6,14,6,0.0,624.382965439,3668.24954147,2667.81793929,29346,0,0,0,0,0,0,0,1,14,29,0,8,5,2,4
FALSE,/data/pdfrate/contagio-ben/019 FINAL Tech Spec.pdf,0,9,12,0,0,1,2,56,FALSE,0,0,0,0,0,0,0,56,84,0,416,57,2,39,0,0,0,0,0,0,0,0,0,0,0,416,16,0,28,0,2,57,0,2,2,0,0,0,0,0.0,3,48,87,0,6,15,18,0,0,0,0,0,0,0,0,0,0,0,367.21875,7569,12,1912.38596491,7507,72,0,0,0,0,0.0,0,0,32,0,19,0,13,0,0,32,0,17,0,15,TRUE,-1.0,-1.0,-1.0,0.329147880598,0.600994409614,0.0190062999549,0.505098756735,0.999974658267,0.0102228552024,-1.0,-1.0,-1.0,0.314032224548,0.498162724338,0.0206028291511,2,40,62,1,4,12,6,0.0,474.286056552,7046.53546262,3461.45607962,197303,0,0,0,0,0,0,0,124,711,4172,72,311,2596,554,4
FALSE,/data/pdfrate/contagio-ben/01_vs_ail.pdf,0,0,0,0,0,0,0,7,FALSE,0,0,0,0,0,0,0,7,10,0,173,26,2,6,0,0,1,5,28,0,22,0,0,0,0,173,0,0,3,0,2,26,0,2,2,0,0,0,0,0.0,4,12,46,0,4,8,22,0,0,15,243986,0,0,0,0,0,0,0,349.965317919,6926,9,1791.26923077,6878,196,0,0,0,0,0.0,0,0,32,0,21,0,11,0,0,32,0,22,0,10,TRUE,-1.0,-1.0,-1.0,0.619087544711,0.951595424443,0.0206652618904,0.507028898254,0.999909692956,0.0141481035521,0.539358819988,0.761830222757,0.401354605659,0.418818984547,0.669054786273,0.0261288380494,2,46,68,0,6,10,6,3.67227573751,384.046240555,22146.6592844,2555.3845171,66440,0,0,0,0,0,0,0,4,16,49,0,9,16,8,3
FALSE,/data/pdfrate/contagio-ben/01a695.pdf,0,12,13,0,0,0,1,1,FALSE,0,0,0,0,0,0,0,1,3,0,19,3,1,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,1,3,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.421052632,1895,9,1630.33333333,1840,1240,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.806087616158,0.923098805234,0.638725583159,0.999620709274,0.999620709274,0.999620709274,-1.0,-1.0,-1.0,0.359883684177,0.517257728049,0.183576711549,1,20,37,0,3,6,8,0.0,555.052602366,3515.33216156,3515.33216156,10546,0,0,0,0,0,0,0,1,1,10,0,5,1,3,2
FALSE,/data/pdfrate/contagio-ben/02-04-00272-.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,4,0,54,13,1,16,0,0,0,0,0,0,0,0,0,0,0,54,0,0,13,0,1,13,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.296296296,4209,11,3013.15384615,4146,1710,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.929867953068,0.960917378684,0.891010179469,0.999897796492,0.999897796492,0.999897796492,-1.0,-1.0,-1.0,0.484271666357,0.864048894158,0.0777359878991,1,20,34,0,3,5,6,0.0,905.962946186,3763.23047975,3763.23047975,48922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FALSE,/data/pdfrate/contagio-ben/02-108.pdf,0,6,6,0,0,0,0,12,FALSE,0,0,0,0,0,0,0,12,2,0,33,9,2,8,0,0,0,0,0,0,0,0,0,0,0,33,0,0,6,0,2,9,0,2,2,0,0,0,0,0.0,2,14,24,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,582.03030303,3394,12,1721.11111111,3339,116,0,0,0,0,0.0,0,17,32,0,15,0,0,0,11,32,0,21,0,0,TRUE,-1.0,-1.0,-1.0,0.304272714001,0.601294466884,0.0414132074554,0.511947053385,0.999756679157,0.024137427612,-1.0,-1.0,-1.0,0.334387723652,0.598471945107,0.0396126332182,2,20,33,0,3,7,3,0.0,622.696950827,3424.83276253,2283.22196853,20549,0,0,0,0,0,0,0,1,14,27,0,5,6,2,4
FALSE,/data/pdfrate/contagio-ben/02-AGA-Livestock-Database.pdf,0,7,9,0,0,0,2,0,TRUE,0,0,0,0,0,0,0,0,8,0,50,18,2,8,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,2,18,0,2,2,0,0,0,0,0.0,2,14,24,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1438.98,14606,9,3697.66666667,14535,135,0,0,0,0,0.0,0,22,64,0,42,0,0,0,18,64,0,46,0,0,TRUE,-1.0,-1.0,-1.0,0.137714214221,0.645719773308,0.023156100794,0.508318342283,0.999945896961,0.016690787605,-1.0,-1.0,-1.0,0.0215059580972,0.0215059580972,0.0215059580972,2,20,33,0,3,7,3,0.0,1478.65997043,73932.9260671,4107.3886607,73933,0,0,0,0,0,0,0,1,40,59,0,2,9,8,3
FALSE,/data/pdfrate/contagio-ben/020-13 plan.pdf,0,0,0,0,0,0,0,4,FALSE,0,0,0,1,0,0,0,4,2,0,81,14,2,4,0,0,0,0,0,0,0,0,0,0,0,81,0,0,2,0,2,14,0,2,2,0,0,0,0,0.0,1,16,29,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,887.419753086,35919,9,4612.14285714,35848,135,0,0,0,0,0.0,0,24,64,0,40,0,0,0,24,64,0,40,0,0,TRUE,-1.0,-1.0,-1.0,0.320251135453,0.899585893668,0.026756612343,0.506632380443,0.999946566925,0.0133181939621,-1.0,-1.0,-1.0,0.459791611007,0.896393267433,0.0231899545819,1,20,31,0,2,6,3,0.0,924.197519454,37429.981285,5347.1424752,74860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FALSE,/data/pdfrate/contagio-ben/0201cho.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,107,0,370,92,1,58,0,0,0,0,0,0,0,0,0,0,0,370,0,0,6,0,1,92,0,1,1,0,0,0,0,0.0,0,21,27,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,689.562162162,57684,9,2329.41304348,57488,37,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.557594960625,0.970429051792,0.0134576614788,0.999985038731,0.999985038731,0.999985038731,-1.0,-1.0,-1.0,0.76418671165,0.766222691009,0.762355202968,0,8,19,0,8,3,0,0.0,722.586484534,44559.4925734,2906.05431624,267357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FALSE,/data/pdfrate/contagio-ben/0204108.pdf,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,1,1,0,20,4,1,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,4,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.45,1911,10,1325.25,1848,324,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.832057730155,0.849223704352,0.814891755959,0.999453312924,0.999453312924,0.999453312924,-1.0,-1.0,-1.0,0.482396676143,0.670894380057,0.210583861798,1,20,33,0,2,5,6,0.0,457.299977135,2286.49942838,2286.49942838,9146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FALSE,/data/pdfrate/contagio-ben/020703admin.pdf,0,7,10,0,0,1,2,14,FALSE,0,0,0,1,0,0,0,14,6,0,72,22,2,15,0,0,0,3,3,0,0,0,0,0,0,72,0,0,7,0,2,22,0,2,2,0,0,0,0,0.0,1,11,18,0,2,3,2,0,0,2,38622,0,0,0,0,0,0,0,683.916666667,10477,9,1840.95454545,10328,148,0,0,0,0,0.0,0,26,64,0,38,0,0,0,26,64,0,38,0,0,FALSE,-1.0,-1.0,-1.0,0.517959678817,0.965031867984,0.0345252536923,0.511100841469,0.999922977683,0.0222787052548,0.359475991502,0.453372614715,0.211541794235,0.582811369594,0.892553867483,0.0321375618585,1,23,33,0,2,5,3,0.743688983883,721.291656649,7418.99894014,2360.59080179,51933,0,0,0,0,0,0,0,0,24,39,2,0,3,12,2
FALSE,/data/pdfrate/contagio-ben/025_0230.pdf,0,0,0,0,0,0,0,12,FALSE,0,0,0,0,0,0,0,12,1,0,35,8,2,12,0,0,0,0,0,0,0,0,0,0,0,35,0,0,6,0,2,8,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.114285714,2609,9,1277.125,2554,142,0,0,0,0,0.0,0,34,64,0,30,0,0,0,34,64,0,30,0,0,FALSE,-1.0,-1.0,-1.0,0.510550955699,0.899599431451,0.0615066546065,0.517864065125,0.999741568678,0.0359865615713,-1.0,-1.0,-1.0,0.472767799457,0.818451996382,0.0569194986432,1,23,33,0,2,5,3,0.0,442.228558793,2579.66623672,1934.74975816,15478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FALSE,/data/pdfrate/contagio-ben/025_0266.pdf,0,0,0,0,0,0,0,8,FALSE,0,0,0,0,0,0,0,8,1,0,29,6,2,10,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4,0,2,6,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.275862069,1173,9,765.5,1118,118,0,0,0,0,0.0,0,20,64,0,44,0,0,0,20,64,0,44,0,0,FALSE,-1.0,-1.0,-1.0,0.433425160698,0.841411659593,0.103529148984,0.530824212642,0.999553272281,0.0620951530042,-1.0,-1.0,-1.0,0.373213089122,0.632008041099,0.0955997319634,1,23,33,0,2,5,3,0.0,308.758610043,2238.49944038,1492.33308461,8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FALSE,/data/pdfrate/contagio-ben/028_0018.pdf,0,0,0,0,0,0,0,60,FALSE,0,0,0,0,0,0,0,60,1,0,110,32,2,36,0,0,0,0,0,0,0,0,0,1,0,110,0,0,30,0,2,32,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.545454545,2693,9,1621.8125,2638,263,0,0,0,0,0.0,0,26,64,0,38,0,0,0,26,64,0,38,0,0,FALSE,-1.0,-1.0,-1.0,0.492059292144,0.948351073111,0.0164601872855,0.504042342814,0.999941836794,0.00814284883383,-1.0,-1.0,-1.0,0.483234940577,0.930058744838,0.0153987087768,1,23,33,0,2,5,3,0.0,625.199994316,2292.39992359,2149.12493284,68772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FALSE,/data/pdfrate/contagio-ben/02_26_2003_a_Fisher.pdf,0,8,8,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,4,4,0,69,37,2,7,0,0,0,5,12,0,7,0,0,0,0,69,0,0,2,0,2,37,0,2,2,0,0,0,0,0.0,2,14,24,0,3,4,3,0,0,10,99238,0,0,0,0,0,0,0,780.608695652,8357,12,1267.18918919,8226,46,0,0,0,0,0.0,0,13,32,0,19,0,0,0,9,32,0,23,0,0,TRUE,-1.0,-1.0,-1.0,0.293404965131,0.852607669512,0.0349049740032,0.51321136408,0.999911273579,0.0265114545809,0.576736523935,0.83236030025,0.434369066421,0.442931166043,0.851596188313,0.0342661437723,2,20,33,0,3,7,3,1.76100651252,816.710133091,28176.4859118,1523.05401289,56353,0,0,0,0,0,0,0,2,45,63,0,6,12,0,4
FALSE,/data/pdfrate/contagio-ben/02_vs_adi_phase2.pdf,0,5,5,0,0,0,0,12,FALSE,0,1,0,0,0,0,0,12,18,0,204,23,2,15,0,0,0,3,9,0,6,0,0,0,0,204,0,0,6,0,2,23,0,2,2,0,0,0,0,0.0,2,42,90,0,2,20,26,0,0,8,44282,0,0,0,0,0,0,0,318.112745098,9163,9,1865.69565217,9115,256,0,0,0,0,0.0,0,0,32,0,21,0,11,0,0,32,0,19,0,13,TRUE,0.017949146406,0.017949146406,0.017949146406,0.551474178665,0.892346896148,0.0210265407859,0.506085164453,0.999916450831,0.0122538780739,0.385273066533,0.70883114713,0.194098643718,0.376848525357,0.596332191495,0.0251761494973,2,40,72,0,4,12,16,0.616620714624,352.029410039,11968.9980052,3122.34769033,71814,0,0,0,0,0,0,0,1,10,28,0,1,6,11,4
